"id";"fase";"fecha";"area";"archivo";"ubicacion";"categoria";"severidad";"titulo";"evidencia";"impacto";"propuesta";"esfuerzo";"estado"
"F-2-037";"2";"2026-08-18";"figuras";"02_Code/R/03_mapas.R; 02_Code/04_figuras/00_mapas.R";"03_mapas.R líneas 181-186 (na.value); DISENO.md línea 223";"documentacion_vs_codigo";"MEDIO";"El gris de «sin dato» de los mapas no se declara en ninguna leyenda, aunque DISENO.md lo exige y el propio código dice que lo hace";"DISENO.md, sección de mapas: «Sin dato: gris #E8E8E6, y la leyenda lo declara. No es un cero (§7)». El código pone el gris y repite la promesa en su comentario —«va en gris y la leyenda lo dice (DISENO.md §7, ""cero real y dato faltante no se representan igual"")»— pero la leyenda es un guide_colourbar, que no dibuja clave de NA. No hay ninguna nota automática que lo supla: las únicas notas de 00_mapas.R son la de cobertura >100 % y la de mortalidad en municipios pequeños. VERIFICADO SOBRE LA SALIDA: en mapa_10_homicidios_dpto.png buena parte del departamento está en #E8E8E6 sin explicación en la leyenda; en mapa_02_densidad.png tampoco se declara.";"Es el incumplimiento de la regla 5 del anexo —«cero ≠ vacío»— en la única pieza donde el lector no puede comprobarlo mirando la tabla: en un mapa, el gris se lee como «poco» o como «cero». Se agrava en el mapa departamental, donde el gris es además ambiguo por F-2-035.";"Generar la nota automáticamente en .textos_mapa() a partir del conteo real de NA tras el merge: «Los municipios en gris no tienen dato para este indicador (n = %d)». Es una línea y cierra la promesa que ya está escrita en dos sitios.";"bajo";"abierto"
"F-2-038";"2";"2026-08-18";"figuras";"02_Code/R/03_mapas.R; 02_Code/04_figuras/00_mapas.R";"03_mapas.R líneas 181-186 y 279-280 (scale_fill_provincias_c sin limits)";"escala";"MEDIO";"La rampa de color se reescala en cada mapa, así que la misma cifra tiene dos colores dentro de la misma sección";"scale_fill_provincias_c() es un scale_fill_gradientn() sin argumento limits, de modo que ggplot2 reescala de min a max de CADA mapa. No hay ningún esquema de cortes en el código: ni cuantiles, ni Jenks, ni cortes fijos por indicador. VERIFICADO SOBRE LA SALIDA, y el caso más claro está dentro de un mismo libro: «_mapa10_homicidios» se dibuja sobre el rango [42,80 ; 391,79] y «_mapa10_homicidios_dpto» sobre [0 ; 391,79]. El municipio de 42,80 homicidios por 100 mil sale con el tono MÁS CLARO de la paleta en el primer mapa y con un tono medio-claro en el segundo. Misma cifra, misma sección, dos colores. Entre provincias el efecto es mayor: la densidad de Bioenergética se dibuja sobre [10,4 ; 59,3] hab/km² y la del Área Metropolitana tendrá un rango de miles. CONTRAPESO, y por eso es MEDIO y no ALTO: DISENO.md NO exige cortes fijos —solo fija la rampa y el gris—, así que esto no incumple el estándar declarado del proyecto. Reescalar por mapa es una práctica común; lo que no se sostiene es el par de la misma sección.";"Los once informes no se pueden poner uno al lado del otro, que es justamente lo que hará quien compare esquemas asociativos. Y el par provincial/departamental de homicidios —pensado para leerse junto— se contradice visualmente.";"Mínimo: que el par provincial/departamental de un mismo indicador comparta limits. Recomendable: fijar los cortes por indicador en un solo sitio junto a ALTO_MAPA en 00_mapas.R —los normativos (IRCA, cobertura neta) con sus umbrales oficiales; el resto con cortes departamentales calculados una vez sobre los 125 municipios y versionados— y pasarlos como limits/breaks.";"medio";"abierto"
"F-2-039";"2";"2026-08-18";"figuras";"02_Code/04_figuras/03_ordenamiento.R";"líneas 208-215 (.fig_vias); tabla en 03_tablas/03_ordenamiento.R líneas 317-340";"calculo_en_figura";"MEDIO";"La dotación vial total que publica el titular no existe en ninguna tabla: la fabrica la figura sumando las tres jerarquías";".hoja_vias() publica exclusivamente idv_pri, idv_sec e idv_ter (y vpc_*) por separado; no hay columna de total. La figura hace «totales <- stats::aggregate(valor ~ categoria, data = d, FUN = sum, na.rm = TRUE)» y publica «%s tiene la mayor dotación vial de la provincia: %s %s», además de poner el total como etiqueta al final de cada barra. La hoja que escribe —escribir_datos_figura(d, ...)— guarda el formato largo (municipio, serie, valor), no el total: la cifra impresa no queda registrada (regla 11), y son dos figuras por provincia, 22 en total. Defecto añadido y latente: aggregate() con fórmula aplica na.action = na.omit, así que un municipio con una jerarquía vacía suma solo las otras dos y se dibuja como si estuviera completo. HOY NO SE DISPARA esa parte: en la hoja vias_area publicada los 13 municipios traen las tres columnas con valor (varios son 0, que es dato, no vacío).";"Regla 1 —«la figura no recalcula»— incumplida en la cifra de portada de dos figuras. El número es reproducible a mano sumando tres columnas, así que el daño es de trazabilidad más que de exactitud; pero el día que a un municipio le falte una jerarquía, el «líder» puede cambiar sin que nada lo señale.";"Añadir idv_total y vpc_total como columnas de la tabla, agregadas con el mismo ponderador que las demás, y que la figura las lea. Si se prefiere no tocar la tabla, al menos usar rowSums(..., na.rm = FALSE) para que un faltante se propague en vez de degradarse a cero, y escribir el total en la hoja de la figura.";"bajo";"abierto"
"F-2-040";"2";"2026-08-18";"figuras";"02_Code/04_figuras/03_ordenamiento.R";"líneas 495-513 (.fig_tti), 525-552 (fig_13) y 553-585 (fig_14)";"rotulo";"MEDIO";"La línea de referencia rotulada «Provincia» es un promedio simple, y de las tres figuras que la usan solo una lo declara";"Las tres figuras leen la fila de total de su tabla y la dibujan como línea de referencia con la etiqueta «Provincia: 31,9 %» / «Provincia: 148». Pero en la tabla esas filas se rotulan explícitamente «PROMEDIO SIMPLE PROVINCIA …» (03_tablas/03_ordenamiento.R líneas 602 y 663), a diferencia de las hojas de vías, IMCA y déficit, que dicen «PROMEDIO PONDERADO … (por población)». El promedio simple de líneas por 1.000 habitantes no es las líneas por 1.000 habitantes de la provincia: sobrepondera a los municipios pequeños. INCONSISTENCIA INTERNA VERIFICADA: fig_14, en el mismo archivo y a treinta líneas, SÍ lleva la nota «El valor provincial es el promedio simple de las proporciones municipales». fig_12 y fig_13 no la llevan. Las dos cifras concretas ya están medidas en otros hallazgos: el tti provincial publica 31,9 % frente a 28,1 % ponderado (F-2-022) y la fila provincial de internet fijo es un promedio de conteos (F-1-027).";"Dos figuras por provincia —22 en total— publican una línea cuya lectura natural («la tasa de la provincia») es falsa, y en el caso del tránsito a educación superior la diferencia ya está cuantificada en 3,8 puntos. La corrección de la nota existe escrita en el mismo archivo.";"Lo correcto de fondo es calcular la tasa agregada real en la tabla (ver F-2-022 y F-1-027) y usarla. Mientras tanto, y en una línea: componer la etiqueta y la nota desde el rótulo de la fila —que ya distingue «PROMEDIO SIMPLE» de «PROMEDIO PONDERADO»— en vez de escribir «Provincia:» fijo.";"bajo";"abierto"
"F-2-041";"2";"2026-08-18";"figuras";"02_Code/04_figuras/03_ordenamiento.R; 06_desarrollo_rural.R";"03_ordenamiento.R líneas 150-161, 232-234, 378-379, 424-425, 491-492, 529-530, 554-555; 06_desarrollo_rural.R líneas 207-213";"denominador";"MEDIO";"Los titulares del tipo «en 4 de 10 municipios» cuentan sobre los municipios con dato, y los que faltan desaparecen del gráfico sin nota";"El patrón se repite: filtrar «!is.na(columna)» y después usar nrow(d) como si fuera el número de municipios de la provincia. Ejemplo en catastro: «En %s de %s municipios el suelo rural concentra más de la mitad del avalúo catastral» con num_co(nrow(d)). Y 03_tablas/03_ordenamiento.R documenta que las fuentes de catastro no cubren Marinilla ni San Vicente Ferrer, de la provincia 5. fig_barras() vuelve a filtrar NA por su cuenta, así que tampoco queda hueco visible. CONTRASTE VERIFICADO, en el mismo archivo y 35 líneas antes: .fig_uso_suelo() sí calcula «sin_dato <- nrow(.solo_municipios(tabla)) - nrow(d)» y emite la nota «La fuente no cubre %s municipio(s) de la provincia; se omiten del gráfico». Es la corrección exacta, escrita por el autor, aplicada a una figura de las catorce (y aun ahí el denominador del titular sigue siendo nrow(d)).";"El lector entiende «en 4 de 8 municipios» cuando la provincia tiene 10, y no hay ninguna señal de que falten dos. Afecta a siete figuras de ordenamiento y a la de composición pecuaria, según provincia. En la provincia 5 está disparado por construcción, porque la ausencia de esos dos municipios está documentada en el propio pipeline.";"Replicar el patrón de .fig_uso_suelo() en las demás figuras —es copiar tres líneas— y expresar el denominador del titular sobre el total de municipios de la provincia, diciendo aparte cuántos no tienen dato.";"bajo";"abierto"
"F-2-042";"2";"2026-08-18";"figuras";"02_Code/04_figuras/ (01, 02, 05, 06, 07 y 00_mapas.R)";"01_generalidades.R:39; 02_demografia.R:44,155-159,200; 05_economia.R:521-536; 06_desarrollo_rural.R:130,189-196,238-239; 07_ambiental.R:167-176,210,282; 00_mapas.R:117";"regla_1";"MEDIO";"Inventario de recálculos en la capa de figuras: agregados, rankings y razones que la tabla ya publica se vuelven a calcular";"Además de los dos casos que tienen ficha propia (F-2-039 vías y F-2-036 vectores), el lote encontró estos, todos con la cifra ya escrita en la tabla: el área total de la provincia se suma en el subtítulo de generalidades existiendo la fila de total; la población total y la de la pirámide se suman en demografía existiendo .valor_provincia(), que el mismo archivo usa bien 100 líneas más abajo; la razón «densidad del municipio / densidad provincial» del titular de demografía es una cifra nueva sin guarda (si dens_prov es NA el titular publica «NA veces»; si es 0, «Inf veces»); el ranking acumulado de visitantes extranjeros y el bucket «Otros municipios» se construyen en la figura; el total pecuario, el total agrícola y la proporción de permanentes se suman existiendo las columnas y filas correspondientes; el promedio provincial de IRCA y de pérdida de cobertura se recalcula existiendo la fila «PROMEDIO SIMPLE PROVINCIA»; el agregado municipal de área protegida —que sostiene el titular «X concentra el 77 % del área protegida de la provincia»— no existe en ninguna hoja de la sección; y hasta el «municipio más extenso» del mapa 01 lo decide el mapa. HOY NINGUNO CAMBIA UNA CIFRA: se comprobó que las sumas coinciden con las filas de total. Es deuda, no error.";"Regla 1 dice «la figura no recalcula» precisamente para que no haya dos caminos hacia el mismo número. Con doce sitios recalculando, cualquier cambio futuro en cómo agrega la tabla —excluir un municipio, cambiar un na.rm, cambiar de ponderador, que es algo que este proyecto YA ha hecho dos veces— hará que el subtítulo diga un número y la tabla otro, sin que ningún control lo detecte: auditoria_end_to_end.R excluye las hojas que empiezan por «_» de la recomputación de agregados (F-1-020). El caso del área protegida es además de trazabilidad hoy: el 77 % del titular no está en la tabla de su sección.";"No hace falta rehacer nada: el patrón correcto ya está escrito tres veces en el propio código —.valor_provincia() en 02_demografia.R, agregado() en 08_educacion.R y rend_prov en 06_desarrollo_rural.R—. Sustituir cada recálculo por una lectura de la fila de total, y para el área protegida y el ranking de visitantes, añadir la hoja que falta en la capa de tablas.";"medio";"abierto"
"F-2-043";"2";"2026-08-18";"figuras";"02_Code/04_figuras/ (todos)";"~20 llamadas a which.max()/which.min(); p. ej. 07_ambiental.R:176,211,283,363,394; 09_salud.R:127,229; 10_seguridad.R:238; 01_generalidades.R:23; 02_demografia.R:43,147,234";"robustez";"MEDIO";"Los titulares superlativos no tienen guarda para el caso vacío ni criterio de desempate";"Todos los titulares del tipo «X registra la mayor…» se resuelven con which.max() sobre una columna. Dos huecos. (a) VACÍO: which.max() sobre un vector todo-NA o de longitud cero devuelve integer(0); el subconjunto queda con 0 filas, foco$municipio es character(0), sprintf() propaga character(0) y labs(title = character(0)) deja la figura sin título. Los sitios sin filtro previo de NA son los más expuestos (09_salud.R:126-127 y 10_seguridad.R:232-238, donde además prop_desaparecidos es NaN si el total provincial es 0). Lo mismo con .ultimo_anio(), que sobre una columna vacía devuelve -Inf y lo publica en el subtítulo. (b) EMPATE: which.max() devuelve el primer índice según el orden de la tabla, así que el titular afirma exclusividad y el resalte cae sobre un municipio arbitrario mientras el otro queda en gris a la misma altura. HOY NO SE DISPARA en el extremo superior; sí hay empates reales en el inferior (cuatro municipios con carga 0 en «_fig_03» de salud). Y el proyecto ya tiene la guarda escrita en 07_ambiental.R líneas 170-173, 206-209 y 278-281.";"Una fuente que se caiga para una provincia no produce un fallo ruidoso sino una figura publicada con el titular mutilado —o la corrida abortada a mitad de sección—. Y con un empate en el máximo, el titular y el gráfico se contradicen a la vista.";"Una utilidad compartida en 02_tema.R: «.arg_max(x)» que devuelva NA cuando no haya máximo, y una guarda «if (nrow(d) == 0) return(invisible(NULL))» tras cada filtro por !is.na(). Para el empate, detectar which(x == max(x)) y resaltar todos —fig_barras(resaltar=) ya acepta un vector— con el titular en plural.";"bajo";"abierto"
"F-2-044";"2";"2026-08-18";"figuras";"02_Code/04_figuras/04_gobernabilidad.R; 07_ambiental.R";"04_gobernabilidad.R líneas 88-90; 07_ambiental.R líneas 225-228";"umbral_a_mano";"MEDIO";"Dos figuras reclasifican a mano indicadores cuya clasificación oficial ya viene en la tabla, y una de las dos escalas está incompleta";"IDF: la figura hace «dplyr::select(municipio, resultados, gestion, idf, rango)» —trae la columna «rango», que es la clasificación del DNP que publica la fuente y que la tabla exporta— y acto seguido la ignora: «n_riesgo <- sum(d_idf$idf < 60)», con el umbral escrito a mano, para componer el titular. IRCA: el subtítulo enumera las bandas a mano —«0 = sin riesgo; 5-14 = riesgo bajo; 14-35 = riesgo medio»— cuando la escala del IRCA llega a 100: faltan «riesgo alto» (35-80) e «inviable sanitariamente» (80-100), y la banda sin riesgo es 0-5, no el punto 0. La tabla ya publica la columna «nivel_riesgo» que trae la fuente. En los datos de esta provincia el IRCA rural llega a 61, es decir, la banda que falta existe en el flujo. HOY NO SE DISPARA la discrepancia del IDF: no hay salida de la sección 04 para comprobar si «rango» y el corte 60 coinciden. El rótulo incompleto del IRCA sí está disparado: es texto fijo.";"Si la fuente clasifica de otra forma un municipio en el límite —o cambia el corte en alguna vigencia— el titular de la figura y la columna «Rango» de la tabla dirán cosas distintas sobre el mismo municipio, dentro del mismo informe. En el IRCA, un municipio con 45 aparece con una barra grande y una leyenda que no le asigna categoría.";"IDF: «n_riesgo <- sum(norm_txt(d_idf$rango) %in% c(""deterioro"", ""riesgo""))», dejando el 60 solo como línea de referencia visual. IRCA: derivar el texto de «nivel_riesgo», o de una constante única con las cinco bandas de la Resolución 2115 de 2007.";"bajo";"abierto"
"F-2-045";"2";"2026-08-18";"figuras";"02_Code/04_figuras/05_economia.R";"líneas 105-123 (.fig_apiladas_100) y 419-436";"dibujo";"MEDIO";"En las barras apiladas al 100 %, el color del residual se lo queda un sector real cuando el residual desaparece, y la etiqueta puede no corresponder al ancho";"(a) «colores <- c(unname(PALETA_SERIES[seq_len(n_series - 1)]), COLOR$contexto)»: el ÚLTIMO segmento recibe siempre el gris de contexto, reservado por DISENO.md al residual. Y la figura elimina el segmento «No distribuido» cuando es menor que 0,5 %: «if (max(comp$`No distribuido`, na.rm = TRUE) < 0.005) { comp$`No distribuido` <- NULL; segmentos <- segmentos[1:3] }». Cuando eso ocurre, el último segmento pasa a ser «Terciarias» —un sector real— y se pinta con el gris de «resto», contradiciendo la leyenda. (b) El comentario del código declara el supuesto: «las participaciones ya suman 1 porque el remanente entra como un segmento más». Pero el remanente se calcula con pmax(0, 1 - p1 - p2 - p3), que se topa en 0 si los tres sectores suman más de 1 —el motivo de que el pmax esté ahí—. En ese caso la barra suma más de 1, position_fill la renormaliza y la etiqueta imprime el valor crudo: un segmento rotulado «34 %» ocupa otra fracción del ancho. HOY NO VERIFICABLE: la sección 05 no tiene salida en esta copia. La nota 1 de 03_tablas/05_economia.R declara que los tres agregados dejan ~5 % sin distribuir, así que el caso (a) se disparará en cuanto una provincia tenga un remanente inferior al 0,5 %.";"En (a) el lector ve el sector terciario en el gris que la propia leyenda reserva al «resto». En (b) la cifra impresa y la longitud dibujada dejan de coincidir sin ningún aviso, que es el peor modo de fallo de un gráfico: sigue pareciendo correcto.";"Parametrizar .fig_apiladas_100(..., residual = NULL) y aplicar COLOR$contexto solo al segmento cuyo nombre coincida con `residual`. Para (b), usar position_stack(reverse = TRUE) —las proporciones ya deberían sumar 1— o etiquetar la participación renormalizada que realmente se dibuja. Y calcular prop_va_no_distribuido en la tabla, que además cierra un caso de F-2-042.";"bajo";"abierto"
"F-2-046";"2";"2026-08-18";"figuras";"02_Code/04_figuras/07_ambiental.R; 02_Code/04_figuras/00_mapas.R; 02_Code/03_tablas/07_ambiental.R";"07_ambiental.R líneas 297-299; 00_mapas.R líneas 193 y 197; tabla línea 506";"rotulo";"MEDIO";"La misma columna de pérdida de cobertura arbórea se publica con dos denominadores distintos en el mismo informe";"perdida_ca es una sola columna, leída de «% Pérdida de cobertura árborea 2001-2023». Se publica con tres rótulos: la tabla dice «Pérdida de cobertura arbórea 2001-2023 (%)» —sin denominador—; la figura 04 dice «como porcentaje de la COBERTURA INICIAL»; y el mapa 07 dice «% del ÁREA» en la leyenda y «Porcentaje del ÁREA con pérdida de cobertura arbórea» en el subtítulo. Son universos distintos y solo uno puede ser el correcto. Los tres textos son fijos, así que la contradicción no depende de los datos. RESUELTO CUÁL DE LOS DOS RÓTULOS ES FALSO (fase 4, 2026-08-18): el del MAPA. Recalculando desde la hoja cruda del propio insumo —pérdida anual en hectáreas y área total del municipio—, el cociente pérdida/área difiere del valor publicado en 119 de 124 municipios y siempre por debajo (media 2,4 pp). El número publicado no es un porcentaje del área del municipio. Detalle y la consecuencia mayor, en F-4-002.";"Dos piezas del mismo informe atribuyen a la misma cifra dos denominadores incompatibles. El lector no puede saber cuál leer, y el titular de la figura —«X perdió el N % de su cobertura arbórea en dos décadas»— solo es cierto bajo uno de los dos.";"Comprobar el diccionario de «Pérdida de cobertura árborea.xlsx» y unificar los tres rótulos desde una constante única del script de la sección, importada por 00_mapas.R.";"bajo";"abierto"
"F-2-047";"2";"2026-08-18";"figuras";"02_Code/04_figuras/00_mapas.R";"líneas 43-45 (.hoja_de) y guardas de los mapas 01, 02, 03, 07 y 10";"robustez";"BAJO";"Los mapas no usan col() para localizar la columna del código, y la comprobación de vacío está en el sitio equivocado";".hoja_de() comprueba «if (is.null(d) || !nrow(d)) return(NULL)» ANTES de filtrar, y filtra con «d[[""Código DANE""]]» literal. Si la hoja existe pero el encabezado cambia, d[[""Código DANE""]] es NULL, as.integer(NULL) es integer(0) y la función devuelve un data.frame de cero filas, no NULL. Los mapas 01, 02, 03, 07 y 10 solo comprueban «if (!is.null(d))»; los mapas 05, 08 y 09 sí comprueban nrow(d). Y en 00_mapas.R línea 57 el guarda «if (is.null(p))» de .emitir() es código muerto: mapa_coropletico() devuelve NULL si falta sf o la provincia no tiene polígonos, pero el mapa se construye como «p <- mapa_coropletico(...) + .textos_mapa(...)», y NULL + labs() aborta antes de llegar a .emitir(). Además, el merge con la cartografía usa all.x = TRUE, así que un municipio de la tabla que no encuentre polígono desaparece del mapa en silencio. HOY NO SE DISPARA nada de esto. Es BAJO y no MEDIO porque el pipeline tiene col()/col_req() precisamente para esto y aplicarlo es mecánico.";"Un renombre de encabezado produciría un mapa entero en gris con el título vacío en vez de un error; una provincia sin geometría tumbaría mapas_provincia() completo en vez de omitir un mapa.";"Filtrar con col(d, ""ind_mpio"", ""Código DANE"", ""cod_dane"") como ya hace mapa_coropletico(); devolver NULL si el resultado queda vacío y unificar la guarda a «!is.null(d) && nrow(d)»; construir el mapa en dos pasos para que el guarda de .emitir() sirva; y avisar con warning() de los setdiff(d$ind_mpio, capa$ind_mpio) antes del merge.";"bajo";"abierto"
"F-2-048";"2";"2026-08-18";"figuras";"02_Code/04_figuras/05_economia.R; 06_desarrollo_rural.R; 07_ambiental.R; 09_salud.R; 10_seguridad.R";"05_economia.R:518-519,546-549; 06_desarrollo_rural.R:97,207,228,268; 07_ambiental.R:321,352-357; 09_salud.R:55,111,145,200,254; 10_seguridad.R:63-68";"rotulo";"BAJO";"Cortes de año, recuentos y años del dato escritos a mano en los rótulos de las figuras";"Un grupo de cosas menores del mismo tipo. La serie de visitantes se recorta con «anios[anios >= 2019]», una constante sin justificación en el código ni en la nota, que acorta la serie respecto de la tabla; el subtítulo dice «Cuatro municipios» mientras el número real es length(destacados). Los años del dato de salud van escritos en los subtítulos («corte diciembre de 2025», «2023») y esas tablas no llevan columna de año, así que si la fuente se actualiza el rótulo miente sin que nada falle. En la sección 06, las cifras que se imprimen en las barras apiladas —la participación de cada especie— se calculan dentro de la función y no quedan en «_fig_02»/«_fig_03», que guardan cabezas y toneladas: es un incumplimiento acotado de la regla 11. La serie de emergencias se dibuja con dplyr::count(), que no genera fila para un año sin eventos, así que la línea interpolaría en vez de bajar a cero. Y .hecho_corto() trunca a 42 caracteres sin make.unique(), de modo que dos hechos nuevos con el mismo prefijo producirían niveles de factor duplicados y fig_barras() abortaría. NINGUNO SE DISPARA HOY: verificado que la serie de emergencias tiene 2019-2024 completos, que los 16 hechos del RUV están cubiertos por HECHOS_CORTOS, y que las hojas de salud coinciden en 13 municipios.";"Ninguno hoy. Se registran juntos porque comparten causa —el rótulo se escribe en vez de derivarse del dato— y porque el arreglo de todos cabe en una tarde.";"Propagar el año del corte desde la tabla (una columna anio o un atributo), generar los recuentos con length() en vez de deletrearlos, declarar el recorte de la serie en la nota como ya se hace bien en la figura 05 de ambiental, completar la rejilla de años con tidyr::complete(fill = 0) en la tabla, y aplicar make.unique() al truncar etiquetas.";"bajo";"abierto"
"V-2-005";"2";"2026-08-18";"metodo";"02_Code/04_figuras/ (los once scripts); 02_Code/R/02_tema.R; 02_Code/R/03_mapas.R";"varias";"verificacion";"NOTA";"VERIFICADO OK — siete decisiones correctas de la capa de figuras, incluidas dos reglas cumplidas sin una sola excepción";"1) REGLA 8 sin excepción: en las 24 figuras revisadas ninguna fila agregada se dibuja como una barra más (filtros por tipo_fila == ""Municipio"" o !is.na(ind_mpio) en las diez secciones), y donde sí aparecen agregados es deliberado y el ámbito está en la leyenda. Comprobado también en salida: «_fig_02» de salud tiene 13 filas frente a las 16 de la hoja bajo_peso. 2) REGLA 9 sin excepción: no hay una sola llamada a round(), signif(), ceiling() ni trunc() sobre los datos en los once archivos. El redondeo vive solo en num_co()/pct_co() al formatear la etiqueta; la barra siempre se traza con el valor completo. 3) Ningún doble ×100: en las ~14 llamadas a pct_co(x * 100) el dato viene como proporción y se multiplica exactamente una vez. 4) Los mapas leen el .xlsx que la sección acaba de escribir, no los derivados, y DISENO.md lo exige por escrito: «Un mapa que recalculara podría discrepar de la tabla de su propia sección». 5) seed = 1 en ggrepel: la disposición de etiquetas es determinista entre corridas, así que dos ejecuciones producen mapas comparables. Es un detalle que casi todos los proyectos olvidan. 6) El patrón correcto de la regla 1 está escrito tres veces —.valor_provincia() en demografía, agregado() en educación con guarda de ausencia, rend_prov en desarrollo rural—; y hay omisiones con aviso bien hechas: la figura de títulos mineros se omite con message() si la provincia no tiene ninguno, y la del MDM no dibuja promedio provincial explicando por qué. 7) Las notas dicen cosas verdaderas y útiles: la exclusión de aves del inventario, «una persona puede estar en más de un hecho victimizante», la representatividad subregional y no provincial de la encuesta, la cobertura neta >100 % que viene de la fuente, y el recorte de la figura 05 de ambiental declarado con el conteo real («se muestran los 12 tipos más frecuentes de 18 registrados»).";"Dos de las once reglas del anexo se cumplen en esta capa sin una sola excepción, lo cual acota mucho el trabajo de la fase 4: no hay que buscar redondeos prematuros ni filas de total coladas en las figuras. Y los puntos 6 y 7 son la plantilla de las propuestas de F-2-041, F-2-042 y F-2-043: la corrección ya está escrita en el propio repositorio.";"Ninguna. Se registra para no volver a revisarlo y para citarlo en las propuestas.";"";"cerrado"
